language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
ru,2,triple,NQM,inzhener prinyal obyasnenie vo vremya vstrechi.,N,Q,M,,,"Pravda li, chto inzhener po soobshcheniyam otkazalsya prinyat obyasnenie vo vremya vstrechi?","Nepravda li, chto inzhener prinyal po soobshcheniyam obyasnenie vo vremya vstrechi?",inzhener ne smog prinyat obyasnenie vo vremya vstrechi?,inzhener ne smog prinyat obyasnenie vo vremya vstrechi?,"Nepravda li, chto inzhener po soobshcheniyam prinyal obyasnenie vo vremya vstrechi?","Nepravda li, chto inzhener prinyal po soobshcheniyam obyasnenie vo vremya vstrechi?"
ru,2,triple,NQT,inzhener prinyal obyasnenie vo vremya vstrechi.,N,Q,T,,,"Budet li pravdoy, chto inzhener otkazalsya prinyat obyasnenie vo vremya vstrechi?","Nepravda li, chto inzhener budet prinyat obyasnenie vo vremya vstrechi?",Budet li inzhener otkazalsya prinyat obyasnenie vo vremya vstrechi?,Budet li inzhener otkazalsya prinyat obyasnenie vo vremya vstrechi?,"Nepravda li, chto inzhener budet prinyat obyasnenie vo vremya vstrechi?","Nepravda li, chto inzhener budet prinyat obyasnenie vo vremya vstrechi?"
ru,2,triple,NMT,inzhener prinyal obyasnenie vo vremya vstrechi.,N,M,T,,,inzhener ne smog budet prinyat po soobshcheniyam obyasnenie vo vremya vstrechi.,inzhener po soobshcheniyam otkazalsya prinyat obyasnenie vo vremya vstrechi.,inzhener otkazalsya prinyat po soobshcheniyam obyasnenie vo vremya vstrechi.,inzhener ne smog budet prinyat po soobshcheniyam obyasnenie vo vremya vstrechi.,inzhener otkazalsya prinyat po soobshcheniyam obyasnenie vo vremya vstrechi.,inzhener po soobshcheniyam ne smog budet prinyat obyasnenie vo vremya vstrechi.
ru,2,triple,QMT,inzhener prinyal obyasnenie vo vremya vstrechi.,Q,M,T,,,"Pravda li, chto inzhener po soobshcheniyam budet prinyat obyasnenie vo vremya vstrechi?",Budet li inzhener po soobshcheniyam prinyal obyasnenie vo vremya vstrechi?,"Pravda li, chto inzhener po soobshcheniyam budet prinyat obyasnenie vo vremya vstrechi?","Pravda li, chto inzhener po soobshcheniyam budet prinyat obyasnenie vo vremya vstrechi?",Budet li inzhener po soobshcheniyam prinyal obyasnenie vo vremya vstrechi?,"Budet li pravdoy, chto inzhener po soobshcheniyam prinyal obyasnenie vo vremya vstrechi?"
ru,3,pair,NQ_vs_QN,menedzher odobril lechenie vo vremya vstrechi.,N,Q,,menedzher ne smog odobrit lechenie vo vremya vstrechi?,"Nepravda li, chto menedzher odobril lechenie vo vremya vstrechi?",,,,,,
ru,3,pair,NM_vs_MN,menedzher odobril lechenie vo vremya vstrechi.,N,M,,menedzher ne smog odobrit po soobshcheniyam lechenie vo vremya vstrechi.,menedzher po soobshcheniyam ne smog odobrit lechenie vo vremya vstrechi.,,,,,,
ru,3,pair,NT_vs_TN,menedzher odobril lechenie vo vremya vstrechi.,N,T,,menedzher ne smog poprobuet odobrit lechenie vo vremya vstrechi.,menedzher otkazalsya odobrit lechenie vo vremya vstrechi.,,,,,,
ru,3,pair,QM_vs_MQ,menedzher odobril lechenie vo vremya vstrechi.,Q,M,,"Pravda li, chto menedzher po soobshcheniyam odobril lechenie vo vremya vstrechi?",menedzher po soobshcheniyam odobrit lechenie vo vremya vstrechi?,,,,,,
ru,3,pair,QT_vs_TQ,menedzher odobril lechenie vo vremya vstrechi.,Q,T,,"Budet li pravdoy, chto menedzher odobril lechenie vo vremya vstrechi?",Budet li menedzher odobril lechenie vo vremya vstrechi?,,,,,,
ru,3,pair,MT_vs_TM,menedzher odobril lechenie vo vremya vstrechi.,M,T,,menedzher po soobshcheniyam poprobuet odobrit lechenie vo vremya vstrechi.,menedzher poprobuet odobrit po soobshcheniyam lechenie vo vremya vstrechi.,,,,,,
ru,3,triple,NQM,menedzher odobril lechenie vo vremya vstrechi.,N,Q,M,,,"Pravda li, chto menedzher po soobshcheniyam ne smog odobrit lechenie vo vremya vstrechi?","Nepravda li, chto menedzher odobril po soobshcheniyam lechenie vo vremya vstrechi?",menedzher ne smog odobrit lechenie vo vremya vstrechi?,menedzher ne smog odobrit lechenie vo vremya vstrechi?,"Nepravda li, chto menedzher po soobshcheniyam odobril lechenie vo vremya vstrechi?","Nepravda li, chto menedzher odobril po soobshcheniyam lechenie vo vremya vstrechi?"
ru,3,triple,NQT,menedzher odobril lechenie vo vremya vstrechi.,N,Q,T,,,"Budet li pravdoy, chto menedzher ne smog odobrit lechenie vo vremya vstrechi?","Nepravda li, chto menedzher poprobuet odobrit lechenie vo vremya vstrechi?",Budet li menedzher ne smog odobrit lechenie vo vremya vstrechi?,Budet li menedzher ne smog odobrit lechenie vo vremya vstrechi?,"Nepravda li, chto menedzher poprobuet odobrit lechenie vo vremya vstrechi?","Nepravda li, chto menedzher poprobuet odobrit lechenie vo vremya vstrechi?"
ru,3,triple,NMT,menedzher odobril lechenie vo vremya vstrechi.,N,M,T,,,menedzher ne smog poprobuet odobrit po soobshcheniyam lechenie vo vremya vstrechi.,menedzher po soobshcheniyam otkazalsya odobrit lechenie vo vremya vstrechi.,menedzher otkazalsya odobrit po soobshcheniyam lechenie vo vremya vstrechi.,menedzher ne smog poprobuet odobrit po soobshcheniyam lechenie vo vremya vstrechi.,menedzher otkazalsya odobrit po soobshcheniyam lechenie vo vremya vstrechi.,menedzher po soobshcheniyam ne smog poprobuet odobrit lechenie vo vremya vstrechi.
ru,3,triple,QMT,menedzher odobril lechenie vo vremya vstrechi.,Q,M,T,,,"Pravda li, chto menedzher po soobshcheniyam poprobuet odobrit lechenie vo vremya vstrechi?",Budet li menedzher po soobshcheniyam odobril lechenie vo vremya vstrechi?,"Pravda li, chto menedzher po soobshcheniyam poprobuet odobrit lechenie vo vremya vstrechi?","Pravda li, chto menedzher po soobshcheniyam poprobuet odobrit lechenie vo vremya vstrechi?",Budet li menedzher po soobshcheniyam odobril lechenie vo vremya vstrechi?,"Budet li pravdoy, chto menedzher po soobshcheniyam odobril lechenie vo vremya vstrechi?"
ru,4,pair,NQ_vs_QN,inzhener ispravil oshibku vo vremya vstrechi.,N,Q,,inzhener ne smog ispravit oshibku vo vremya vstrechi?,"Nepravda li, chto inzhener ispravil oshibku vo vremya vstrechi?",,,,,,
ru,4,pair,NM_vs_MN,inzhener ispravil oshibku vo vremya vstrechi.,N,M,,inzhener ne stal ispravit po-vidimomu oshibku vo vremya vstrechi.,inzhener po-vidimomu ne stal ispravit oshibku vo vremya vstrechi.,,,,,,
ru,4,pair,NT_vs_TN,inzhener ispravil oshibku vo vremya vstrechi.,N,T,,inzhener ne smog poprobuet ispravit oshibku vo vremya vstrechi.,inzhener otkazalsya ispravit oshibku vo vremya vstrechi.,,,,,,
ru,4,pair,QM_vs_MQ,inzhener ispravil oshibku vo vremya vstrechi.,Q,M,,"Pravda li, chto inzhener po-vidimomu ispravil oshibku vo vremya vstrechi?",inzhener po-vidimomu ispravit oshibku vo vremya vstrechi?,,,,,,
ru,4,pair,QT_vs_TQ,inzhener ispravil oshibku vo vremya vstrechi.,Q,T,,"Budet li pravdoy, chto inzhener ispravil oshibku vo vremya vstrechi?",Budet li inzhener ispravil oshibku vo vremya vstrechi?,,,,,,
ru,4,pair,MT_vs_TM,inzhener ispravil oshibku vo vremya vstrechi.,M,T,,inzhener po-vidimomu poprobuet ispravit oshibku vo vremya vstrechi.,inzhener poprobuet ispravit po-vidimomu oshibku vo vremya vstrechi.,,,,,,
ru,4,triple,NQM,inzhener ispravil oshibku vo vremya vstrechi.,N,Q,M,,,"Pravda li, chto inzhener po-vidimomu ne stal ispravit oshibku vo vremya vstrechi?","Nepravda li, chto inzhener ispravil po-vidimomu oshibku vo vremya vstrechi?",inzhener ne smog ispravit oshibku vo vremya vstrechi?,inzhener ne smog ispravit oshibku vo vremya vstrechi?,"Nepravda li, chto inzhener po-vidimomu ispravil oshibku vo vremya vstrechi?","Nepravda li, chto inzhener ispravil po-vidimomu oshibku vo vremya vstrechi?"
ru,4,triple,NQT,inzhener ispravil oshibku vo vremya vstrechi.,N,Q,T,,,"Budet li pravdoy, chto inzhener ne stal ispravit oshibku vo vremya vstrechi?","Nepravda li, chto inzhener poprobuet ispravit oshibku vo vremya vstrechi?",Budet li inzhener ne stal ispravit oshibku vo vremya vstrechi?,Budet li inzhener ne stal ispravit oshibku vo vremya vstrechi?,"Nepravda li, chto inzhener poprobuet ispravit oshibku vo vremya vstrechi?","Nepravda li, chto inzhener poprobuet ispravit oshibku vo vremya vstrechi?"
ru,4,triple,NMT,inzhener ispravil oshibku vo vremya vstrechi.,N,M,T,,,inzhener ne smog poprobuet ispravit po-vidimomu oshibku vo vremya vstrechi.,inzhener po-vidimomu otkazalsya ispravit oshibku vo vremya vstrechi.,inzhener otkazalsya ispravit po-vidimomu oshibku vo vremya vstrechi.,inzhener ne smog poprobuet ispravit po-vidimomu oshibku vo vremya vstrechi.,inzhener otkazalsya ispravit po-vidimomu oshibku vo vremya vstrechi.,inzhener po-vidimomu ne smog poprobuet ispravit oshibku vo vremya vstrechi.
ru,4,triple,QMT,inzhener ispravil oshibku vo vremya vstrechi.,Q,M,T,,,"Pravda li, chto inzhener po-vidimomu poprobuet ispravit oshibku vo vremya vstrechi?",Budet li inzhener po-vidimomu ispravil oshibku vo vremya vstrechi?,"Pravda li, chto inzhener po-vidimomu poprobuet ispravit oshibku vo vremya vstrechi?","Pravda li, chto inzhener po-vidimomu poprobuet ispravit oshibku vo vremya vstrechi?",Budet li inzhener po-vidimomu ispravil oshibku vo vremya vstrechi?,"Budet li pravdoy, chto inzhener po-vidimomu ispravil oshibku vo vremya vstrechi?"
ru,5,pair,NQ_vs_QN,inzhener ispravil oshibku do sroka.,N,Q,,inzhener ne smog ispravit oshibku do sroka?,"Nepravda li, chto inzhener ispravil oshibku do sroka?",,,,,,
ru,5,pair,NM_vs_MN,inzhener ispravil oshibku do sroka.,N,M,,inzhener otkazalsya ispravit po-vidimomu oshibku do sroka.,inzhener po-vidimomu otkazalsya ispravit oshibku do sroka.,,,,,,
ru,5,pair,NT_vs_TN,inzhener ispravil oshibku do sroka.,N,T,,inzhener ne smog poprobuet ispravit oshibku do sroka.,inzhener otkazalsya ispravit oshibku do sroka.,,,,,,
ru,5,pair,QM_vs_MQ,inzhener ispravil oshibku do sroka.,Q,M,,"Pravda li, chto inzhener po-vidimomu ispravil oshibku do sroka?",inzhener po-vidimomu ispravit oshibku do sroka?,,,,,,
ru,5,pair,QT_vs_TQ,inzhener ispravil oshibku do sroka.,Q,T,,"Budet li pravdoy, chto inzhener ispravil oshibku do sroka?",Budet li inzhener ispravil oshibku do sroka?,,,,,,
ru,5,pair,MT_vs_TM,inzhener ispravil oshibku do sroka.,M,T,,inzhener po-vidimomu poprobuet ispravit oshibku do sroka.,inzhener poprobuet ispravit po-vidimomu oshibku do sroka.,,,,,,
ru,5,triple,NQM,inzhener ispravil oshibku do sroka.,N,Q,M,,,"Pravda li, chto inzhener po-vidimomu otkazalsya ispravit oshibku do sroka?","Nepravda li, chto inzhener ispravil po-vidimomu oshibku do sroka?",inzhener ne smog ispravit oshibku do sroka?,inzhener ne smog ispravit oshibku do sroka?,"Nepravda li, chto inzhener po-vidimomu ispravil oshibku do sroka?","Nepravda li, chto inzhener ispravil po-vidimomu oshibku do sroka?"
ru,5,triple,NQT,inzhener ispravil oshibku do sroka.,N,Q,T,,,"Budet li pravdoy, chto inzhener otkazalsya ispravit oshibku do sroka?","Nepravda li, chto inzhener poprobuet ispravit oshibku do sroka?",Budet li inzhener otkazalsya ispravit oshibku do sroka?,Budet li inzhener otkazalsya ispravit oshibku do sroka?,"Nepravda li, chto inzhener poprobuet ispravit oshibku do sroka?","Nepravda li, chto inzhener poprobuet ispravit oshibku do sroka?"
ru,5,triple,NMT,inzhener ispravil oshibku do sroka.,N,M,T,,,inzhener ne smog poprobuet ispravit po-vidimomu oshibku do sroka.,inzhener po-vidimomu otkazalsya ispravit oshibku do sroka.,inzhener otkazalsya ispravit po-vidimomu oshibku do sroka.,inzhener ne smog poprobuet ispravit po-vidimomu oshibku do sroka.,inzhener otkazalsya ispravit po-vidimomu oshibku do sroka.,inzhener po-vidimomu ne smog poprobuet ispravit oshibku do sroka.
ru,5,triple,QMT,inzhener ispravil oshibku do sroka.,Q,M,T,,,"Pravda li, chto inzhener po-vidimomu poprobuet ispravit oshibku do sroka?",Budet li inzhener po-vidimomu ispravil oshibku do sroka?,"Pravda li, chto inzhener po-vidimomu poprobuet ispravit oshibku do sroka?","Pravda li, chto inzhener po-vidimomu poprobuet ispravit oshibku do sroka?",Budet li inzhener po-vidimomu ispravil oshibku do sroka?,"Budet li pravdoy, chto inzhener po-vidimomu ispravil oshibku do sroka?"
ru,6,pair,NQ_vs_QN,inzhener odobril lechenie do sroka.,N,Q,,inzhener ne smog odobrit lechenie do sroka?,"Nepravda li, chto inzhener odobril lechenie do sroka?",,,,,,
ru,6,pair,NM_vs_MN,inzhener odobril lechenie do sroka.,N,M,,inzhener ne stal odobrit po-vidimomu lechenie do sroka.,inzhener po-vidimomu ne stal odobrit lechenie do sroka.,,,,,,
ru,6,pair,NT_vs_TN,inzhener odobril lechenie do sroka.,N,T,,inzhener ne smog budet odobrit lechenie do sroka.,inzhener otkazalsya odobrit lechenie do sroka.,,,,,,
ru,6,pair,QM_vs_MQ,inzhener odobril lechenie do sroka.,Q,M,,"Pravda li, chto inzhener po-vidimomu odobril lechenie do sroka?",inzhener po-vidimomu odobrit lechenie do sroka?,,,,,,
ru,6,pair,QT_vs_TQ,inzhener odobril lechenie do sroka.,Q,T,,"Budet li pravdoy, chto inzhener odobril lechenie do sroka?",Budet li inzhener odobril lechenie do sroka?,,,,,,
ru,6,pair,MT_vs_TM,inzhener odobril lechenie do sroka.,M,T,,inzhener po-vidimomu budet odobrit lechenie do sroka.,inzhener budet odobrit po-vidimomu lechenie do sroka.,,,,,,
ru,6,triple,NQM,inzhener odobril lechenie do sroka.,N,Q,M,,,"Pravda li, chto inzhener po-vidimomu ne stal odobrit lechenie do sroka?","Nepravda li, chto inzhener odobril po-vidimomu lechenie do sroka?",inzhener ne smog odobrit lechenie do sroka?,inzhener ne smog odobrit lechenie do sroka?,"Nepravda li, chto inzhener po-vidimomu odobril lechenie do sroka?","Nepravda li, chto inzhener odobril po-vidimomu lechenie do sroka?"
ru,6,triple,NQT,inzhener odobril lechenie do sroka.,N,Q,T,,,"Budet li pravdoy, chto inzhener ne stal odobrit lechenie do sroka?","Nepravda li, chto inzhener budet odobrit lechenie do sroka?",Budet li inzhener ne stal odobrit lechenie do sroka?,Budet li inzhener ne stal odobrit lechenie do sroka?,"Nepravda li, chto inzhener budet odobrit lechenie do sroka?","Nepravda li, chto inzhener budet odobrit lechenie do sroka?"
ru,6,triple,NMT,inzhener odobril lechenie do sroka.,N,M,T,,,inzhener ne smog budet odobrit po-vidimomu lechenie do sroka.,inzhener po-vidimomu otkazalsya odobrit lechenie do sroka.,inzhener otkazalsya odobrit po-vidimomu lechenie do sroka.,inzhener ne smog budet odobrit po-vidimomu lechenie do sroka.,inzhener otkazalsya odobrit po-vidimomu lechenie do sroka.,inzhener po-vidimomu ne smog budet odobrit lechenie do sroka.
ru,6,triple,QMT,inzhener odobril lechenie do sroka.,Q,M,T,,,"Pravda li, chto inzhener po-vidimomu budet odobrit lechenie do sroka?",Budet li inzhener po-vidimomu odobril lechenie do sroka?,"Pravda li, chto inzhener po-vidimomu budet odobrit lechenie do sroka?","Pravda li, chto inzhener po-vidimomu budet odobrit lechenie do sroka?",Budet li inzhener po-vidimomu odobril lechenie do sroka?,"Budet li pravdoy, chto inzhener po-vidimomu odobril lechenie do sroka?"
ru,7,pair,NQ_vs_QN,vrach podderzhal teoriyu posle proverki.,N,Q,,vrach ne smog podderzhat teoriyu posle proverki?,"Nepravda li, chto vrach podderzhal teoriyu posle proverki?",,,,,,
ru,7,pair,NM_vs_MN,vrach podderzhal teoriyu posle proverki.,N,M,,vrach otkazalsya podderzhat po soobshcheniyam teoriyu posle proverki.,vrach po soobshcheniyam otkazalsya podderzhat teoriyu posle proverki.,,,,,,
ru,7,pair,NT_vs_TN,vrach podderzhal teoriyu posle proverki.,N,T,,vrach ne smog planiruet podderzhat teoriyu posle proverki.,vrach otkazalsya podderzhat teoriyu posle proverki.,,,,,,
ru,7,pair,QM_vs_MQ,vrach podderzhal teoriyu posle proverki.,Q,M,,"Pravda li, chto vrach po soobshcheniyam podderzhal teoriyu posle proverki?",vrach po soobshcheniyam podderzhat teoriyu posle proverki?,,,,,,
ru,7,pair,QT_vs_TQ,vrach podderzhal teoriyu posle proverki.,Q,T,,"Budet li pravdoy, chto vrach podderzhal teoriyu posle proverki?",Budet li vrach podderzhal teoriyu posle proverki?,,,,,,
ru,7,pair,MT_vs_TM,vrach podderzhal teoriyu posle proverki.,M,T,,vrach po soobshcheniyam planiruet podderzhat teoriyu posle proverki.,vrach planiruet podderzhat po soobshcheniyam teoriyu posle proverki.,,,,,,
ru,7,triple,NQM,vrach podderzhal teoriyu posle proverki.,N,Q,M,,,"Pravda li, chto vrach po soobshcheniyam otkazalsya podderzhat teoriyu posle proverki?","Nepravda li, chto vrach podderzhal po soobshcheniyam teoriyu posle proverki?",vrach ne smog podderzhat teoriyu posle proverki?,vrach ne smog podderzhat teoriyu posle proverki?,"Nepravda li, chto vrach po soobshcheniyam podderzhal teoriyu posle proverki?","Nepravda li, chto vrach podderzhal po soobshcheniyam teoriyu posle proverki?"
ru,7,triple,NQT,vrach podderzhal teoriyu posle proverki.,N,Q,T,,,"Budet li pravdoy, chto vrach otkazalsya podderzhat teoriyu posle proverki?","Nepravda li, chto vrach planiruet podderzhat teoriyu posle proverki?",Budet li vrach otkazalsya podderzhat teoriyu posle proverki?,Budet li vrach otkazalsya podderzhat teoriyu posle proverki?,"Nepravda li, chto vrach planiruet podderzhat teoriyu posle proverki?","Nepravda li, chto vrach planiruet podderzhat teoriyu posle proverki?"
ru,7,triple,NMT,vrach podderzhal teoriyu posle proverki.,N,M,T,,,vrach ne smog planiruet podderzhat po soobshcheniyam teoriyu posle proverki.,vrach po soobshcheniyam otkazalsya podderzhat teoriyu posle proverki.,vrach otkazalsya podderzhat po soobshcheniyam teoriyu posle proverki.,vrach ne smog planiruet podderzhat po soobshcheniyam teoriyu posle proverki.,vrach otkazalsya podderzhat po soobshcheniyam teoriyu posle proverki.,vrach po soobshcheniyam ne smog planiruet podderzhat teoriyu posle proverki.
ru,7,triple,QMT,vrach podderzhal teoriyu posle proverki.,Q,M,T,,,"Pravda li, chto vrach po soobshcheniyam planiruet podderzhat teoriyu posle proverki?",Budet li vrach po soobshcheniyam podderzhal teoriyu posle proverki?,"Pravda li, chto vrach po soobshcheniyam planiruet podderzhat teoriyu posle proverki?","Pravda li, chto vrach po soobshcheniyam planiruet podderzhat teoriyu posle proverki?",Budet li vrach po soobshcheniyam podderzhal teoriyu posle proverki?,"Budet li pravdoy, chto vrach po soobshcheniyam podderzhal teoriyu posle proverki?"
ru,8,pair,NQ_vs_QN,uchitel prinyal obyasnenie do sroka.,N,Q,,uchitel ne smog prinyat obyasnenie do sroka?,"Nepravda li, chto uchitel prinyal obyasnenie do sroka?",,,,,,
