model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,vector_class,prompt,generated,target_marker_hit,content_preserved,target_and_preserved,malformed_or_repetitive,generated_chars,target_best_prob,target_best_rank,target_top1_any
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,3,target,0.75,ellipsis,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee archived five proposals after the public hearing.
The committee archived five proposals after the public hearing...",1.0,1.0,1.0,0.0,129.0,0.9377756118774414,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,3,wrong_marker,0.75,question,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee voted on the five proposals.

The committee voted on the five proposals?

The committee",0.0,0.0,0.0,1.0,101.0,0.003628515638411045,12.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,3,random_norm,0.75,random_norm,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee archived five proposals after the public hearing.

The committee archived five proposals after the public hearing.",0.0,1.0,0.0,0.0,128.0,0.004497597459703684,7.0,0.0
gpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,3,negative_target,0.75,ellipsis,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee's report was prepared by the committee's staff.

The committee's staff is responsible for the",0.0,0.0,0.0,0.0,107.0,0.00038339977618306875,185.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present at the meeting.
The interpreter was not present at the meeting.
The interpreter was not",0.0,0.0,0.0,0.0,119.0,0.0009278663783334196,22.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present at the meeting.
Sentence: The interpreter was present at the meeting.
Sentence",0.0,0.0,0.0,0.0,110.0,0.0003704260161612183,64.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"Although the meeting moved online, the interpreter joined on time...",1.0,1.0,1.0,0.0,68.0,,,
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present.
Sentence: The interpreter was not present...
Sentence: The interpreter was not",1.0,0.0,0.0,0.0,111.0,0.6466378569602966,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present.
The interpreter was not present?
The interpreter was not present?
The interpreter was",0.0,0.0,0.0,1.0,118.0,0.0014213394606485963,35.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present.
The interpreter was not present.
The interpreter was not present.
The interpreter was",0.0,0.0,0.0,1.0,118.0,0.0021015142556279898,4.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was present at the meeting.
The interpreter was present at the meeting.
The interpreter was present at the",0.0,0.0,0.0,0.0,122.0,0.0007096229237504303,106.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,3,target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present at the meeting.
Sentence:
The interpreter was not present at the meeting...",1.0,0.0,0.0,0.0,107.0,0.9008105993270874,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,3,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present at the time of the meeting.
The interpreter was not present at the time of the meeting",0.0,0.0,0.0,0.0,118.0,0.0005556307733058929,58.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,3,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was able to communicate with the interpreter.
The interpreter was able to communicate with the interpreter.
The interpreter",0.0,0.0,0.0,1.0,139.0,0.0015283216489478946,43.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,3,negative_target,0.75,ellipsis,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present at the meeting.
The interpreter was not present at the meeting.
The interpreter was not",0.0,0.0,0.0,0.0,119.0,0.00032361672492697835,99.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,-1,none,0.0,,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The meeting moved online, the interpreter joined on time.
The meeting moved online, the interpreter joined on time",0.0,1.0,0.0,0.0,114.0,0.0028755650855600834,5.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not present at the meeting.
Sentence: The interpreter was present at the meeting.
Sentence",0.0,0.0,0.0,0.0,110.0,0.0003704260161612183,64.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"Although the meeting moved online, the interpreter joined on time...",1.0,1.0,1.0,0.0,68.0,,,
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,target,0.75,ellipsis,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The meeting moved online.

The meeting moved...

The meeting moved...

...",1.0,0.0,0.0,1.0,74.0,0.7939902544021606,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,wrong_marker,0.75,question,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The meeting moved online.

The meeting moved online?

The meeting moved online?

The",0.0,0.0,0.0,1.0,84.0,0.005190024618059397,20.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,random_norm,0.75,random_norm,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The meeting moved online, the interpreter joined on time.

The meeting moved online, the interpreter joined on",0.0,1.0,0.0,0.0,110.0,0.004354092292487621,16.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,negative_target,0.75,ellipsis,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The meeting was held in the same day as the meeting was held in the same day.

The meeting",0.0,0.0,0.0,0.0,90.0,0.0013524614041671157,54.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,3,target,0.75,ellipsis,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The meeting moved online.

The meeting moved online...

...

...

...",1.0,0.0,0.0,1.0,69.0,0.8774200081825256,1.0,1.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,3,wrong_marker,0.75,question,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The meeting moved online.

The interpreter was not present.

The meeting was not in the meeting",0.0,0.0,0.0,1.0,95.0,0.005483183078467846,13.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,3,random_norm,0.75,random_norm,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The following is a list of all the meetings that were not recorded.

The following is a list of",0.0,0.0,0.0,0.0,95.0,0.0018682490335777402,28.0,0.0
gpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,3,negative_target,0.75,ellipsis,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The interpreter was able to get the meeting to move on to the meeting, but she was not able to get",0.0,0.0,0.0,0.0,98.0,0.0006340136169455945,99.0,0.0
gpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.
The following sentence is a translation of the original sentence.
The following sentence is",0.0,1.0,0.0,0.0,126.0,0.000504026364069432,58.0,0.0
gpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.
The following sentence is a translation of the original sentence.
The following sentence is",0.0,1.0,0.0,0.0,126.0,0.0003980248002335429,46.0,0.0
gpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The contract was signed in Berlin...,1.0,1.0,1.0,0.0,36.0,,,
